CATEGORY,CLEANED,GENDER
American_male_judoka,american male judoka,M
American_male_sailors_(sport),american male sailors ( sport ) ,M
American_male_sprinters,american male sprinters,M
American_male_archers,american male archers,M
American_men's_beach_volleyball_players,american men 's beach volleyball players,M
American_male_bobsledders,american male bobsledders,M
American_male_weightlifters,american male weightlifters,M
American_male_boxers,american male boxers,M
20th-century_Australian_women_musicians,20th century australian women musicians,W
Australian_women_singers_by_century,australian women singers by century,W
21st-century_Australian_women_musicians,21st century australian women musicians,W
American_male_sport_wrestlers,american male sport wrestlers,M
American_female_sport_wrestlers,american female sport wrestlers,W
2020–21_NCAA_Division_I_men's_ice_hockey_season,2020 21 ncaa division i men 's ice hockey season,M
International_women's_association_football_competitions_hosted_by_Denmark,international women 's association football competitions hosted by denmark,W
International_women's_association_football_competitions_hosted_by_West_Germany,international women 's association football competitions hosted by west germany,W
1987_in_Norwegian_women's_football,1987 in norwegian women 's football,W
Georgia_Southern_Eagles_women's_soccer,georgia southern eagles women 's soccer,W
Massacres_of_men,massacres of men,M
Sculptures_of_men_in_California,sculptures of men in california,M
St._Olaf_Oles_men's_basketball,st olaf oles men 's basketball,M
Western_Washington_Vikings_men's_soccer,western washington vikings men 's soccer,M
African-American_women_artists,african american women artists,W
Texas_A&M_International_Dustdevils_men's_soccer,texas a m international dustdevils men 's soccer,M
Pomona-Pitzer_Sagehens_men's_soccer,pomona pitzer sagehens men 's soccer,M
Illinois_Wesleyan_Titans_men's_soccer,illinois wesleyan titans men 's soccer,M
UC_San_Diego_Tritons_women's_soccer,uc san diego tritons women 's soccer,W
Simpson_Red_Hawks_women's_soccer,simpson red hawks women 's soccer,W
Taylor_Trojans_men's_soccer,taylor trojans men 's soccer,M
Northeastern_State_RiverHawks_men's_soccer,northeastern state riverhawks men 's soccer,M
Northeastern_State_RiverHawks_women's_soccer,northeastern state riverhawks women 's soccer,W
Women's_soccer_clubs_in_Oklahoma,women 's soccer clubs in oklahoma,W
Franklin_Pierce_Ravens_men's_soccer,franklin pierce ravens men 's soccer,M
Franklin_Pierce_Ravens_women's_soccer,franklin pierce ravens women 's soccer,W
Broward_Seahawks_men's_soccer,broward seahawks men 's soccer,M
Saint_Leo_Lions_men's_soccer,saint leo lions men 's soccer,M
Muhlenberg_Mules_men's_soccer,muhlenberg mules men 's soccer,M
Washington_University_Bears_men's_soccer,washington university bears men 's soccer,M
Washington_University_Bears_women's_soccer,washington university bears women 's soccer,W
Bridgeport_Purple_Knights_men's_soccer,bridgeport purple knights men 's soccer,M
Connecticut_College_Camels_men's_soccer,connecticut college camels men 's soccer,M
Brockport_Golden_Eagles_men's_soccer,brockport golden eagles men 's soccer,M
TCNJ_Lions_men's_soccer,tcnj lions men 's soccer,M
Willamette_Bearcats_men's_soccer,willamette bearcats men 's soccer,M
Women's_basketball_in_Kyrgyzstan,women 's basketball in kyrgyzstan,W
Charleston_Golden_Eagles_men's_soccer,charleston golden eagles men 's soccer,M
Charleston_Southern_Buccaneers_men's_soccer,charleston southern buccaneers men 's soccer,M
Wingate_Bulldogs_men's_soccer,wingate bulldogs men 's soccer,M
Women's_soccer_clubs_in_Colorado,women 's soccer clubs in colorado,W
Metro_State_Roadrunners_women's_soccer,metro state roadrunners women 's soccer,W
Wisconsin–Parkside_Rangers_men's_soccer,wisconsin parkside rangers men 's soccer,M
Southeastern_Fire_men's_soccer,southeastern fire men 's soccer,M
Southeastern_Fire_women's_soccer,southeastern fire women 's soccer,W
Florida_Southern_Moccasins_men's_soccer,florida southern moccasins men 's soccer,M
Baker_Wildcats_women's_soccer,baker wildcats women 's soccer,W
Guelph_Gryphons_men's_soccer,guelph gryphons men 's soccer,M
Guelph_Gryphons_women's_soccer,guelph gryphons women 's soccer,W
2022_FIFA_U-17_Women's_World_Cup,2022 fifa u 17 women 's world cup,W
Rio_Grande_RedStorm_men's_soccer,rio grande redstorm men 's soccer,M
Queens_Royals_men's_soccer,queens royals men 's soccer,M
Lincoln_Blue_Tigers_women's_basketball,lincoln blue tigers women 's basketball,W
Fredonia_Blue_Devils_men's_soccer,fredonia blue devils men 's soccer,M
Medaille_Mavericks_men's_soccer,medaille mavericks men 's soccer,M
Medaille_Mavericks_women's_soccer,medaille mavericks women 's soccer,W
Nassau_Lions_men's_soccer,nassau lions men 's soccer,M
Nassau_Lions_women's_soccer,nassau lions women 's soccer,W
Geneseo_Knights_men's_soccer,geneseo knights men 's soccer,M
Sewanee_Tigers_men's_soccer,sewanee tigers men 's soccer,M
Mars_Hill_Lions_men's_soccer,mars hill lions men 's soccer,M
North_Greenville_Crusaders_men's_soccer,north greenville crusaders men 's soccer,M
Bethel_Wildcats_women's_soccer,bethel wildcats women 's soccer,W
UMass–Boston_Beacons_men's_soccer,umass boston beacons men 's soccer,M
New_Haven_Chargers_men's_soccer,new haven chargers men 's soccer,M
New_Haven_Chargers_women's_soccer,new haven chargers women 's soccer,W
Armenian_female_long-distance_runners,armenian female long distance runners,W
Uzbekistani_female_swimmers,uzbekistani female swimmers,W
Moroccan_female_swimmers,moroccan female swimmers,W
Danish_male_musicians,danish male musicians,M
Norwegian_male_artists,norwegian male artists,M
2021_in_Scottish_women's_sport,2021 in scottish women 's sport,W
Women_Airforce_Service_Pilots,women airforce service pilots,W
St._Thomas_(Minnesota)_Tommies_men's_ice_hockey,st thomas ( minnesota ) tommies men 's ice hockey,M
Female_windsurfers,female windsurfers,W
Midland_Warriors_men's_basketball,midland warriors men 's basketball,M
Rider_Broncs_women's_basketball,rider broncs women 's basketball,W
Women's_sport_by_decade,women 's sport by decade,W
Women's_sport_by_country_and_decade,women 's sport by country and decade,W
German_women's_sport_by_decade,german women 's sport by decade,W
East_German_women's_sport_by_decade,east german women 's sport by decade,W
Template_YYY0s_in_nationality_women's_sport_category_header_with_parentnationality,template yyy0s in nationality women 's sport category header with parentnationality,W
South_African_women's_sport_by_decade,south african women 's sport by decade,W
Soviet_women's_sport_by_decade,soviet women 's sport by decade,W
Spanish_women's_sport_by_decade,spanish women 's sport by decade,W
Swedish_women's_sport_by_decade,swedish women 's sport by decade,W
West_German_women's_sport_by_decade,west german women 's sport by decade,W
Swiss_women's_sport_by_decade,swiss women 's sport by decade,W
Taiwanese_women's_sport_by_decade,taiwanese women 's sport by decade,W
Thai_women's_sport_by_decade,thai women 's sport by decade,W
Turkish_women's_sport_by_decade,turkish women 's sport by decade,W
Ukrainian_women's_sport_by_decade,ukrainian women 's sport by decade,W
Uruguayan_women's_sport_by_decade,uruguayan women 's sport by decade,W
Venezuelan_women's_sport_by_decade,venezuelan women 's sport by decade,W
Vietnamese_women's_sport_by_decade,vietnamese women 's sport by decade,W
Yugoslav_women's_sport_by_decade,yugoslav women 's sport by decade,W
Welsh_women's_sport_by_decade,welsh women 's sport by decade,W
British_women's_sport_by_decade,british women 's sport by decade,W
American_women's_sports_by_decade,american women 's sports by decade,W
French_women's_sport_by_decade,french women 's sport by decade,W
Australian_women's_sport_by_decade,australian women 's sport by decade,W
Irish_women's_sport_by_decade,irish women 's sport by decade,W
Italian_women's_sport_by_decade,italian women 's sport by decade,W
Czechoslovak_women's_sport_by_decade,czechoslovak women 's sport by decade,W
Brazilian_women's_sport_by_decade,brazilian women 's sport by decade,W
Bulgarian_women's_sport_by_decade,bulgarian women 's sport by decade,W
Chilean_women's_sport_by_decade,chilean women 's sport by decade,W
Hungarian_women's_sport_by_decade,hungarian women 's sport by decade,W
Polish_women's_sport_by_decade,polish women 's sport by decade,W
Romanian_women's_sport_by_decade,romanian women 's sport by decade,W
Japanese_women's_sport_by_decade,japanese women 's sport by decade,W
Peruvian_women's_sport_by_decade,peruvian women 's sport by decade,W
Austrian_women's_sport_by_decade,austrian women 's sport by decade,W
Canadian_women's_sports_by_decade,canadian women 's sports by decade,W
Colombian_women's_sport_by_decade,colombian women 's sport by decade,W
Danish_women's_sport_by_decade,danish women 's sport by decade,W
Dutch_women's_sport_by_decade,dutch women 's sport by decade,W
Finnish_women's_sport_by_decade,finnish women 's sport by decade,W
Hong_Kong_women's_sport_by_decade,hong kong women 's sport by decade,W
Indian_women's_sport_by_decade,indian women 's sport by decade,W
Norwegian_women's_sport_by_decade,norwegian women 's sport by decade,W
Philippine_women's_sport_by_decade,philippine women 's sport by decade,W
South_Korean_women's_sport_by_decade,south korean women 's sport by decade,W
Argentine_women's_sport_by_decade,argentine women 's sport by decade,W
Belgian_women's_sport_by_decade,belgian women 's sport by decade,W
Chinese_women's_sport_by_decade,chinese women 's sport by decade,W
Malaysian_women's_sport_by_decade,malaysian women 's sport by decade,W
New_Zealand_women's_sport_by_decade,new zealand women 's sport by decade,W
Czech_women's_sport_by_decade,czech women 's sport by decade,W
Israeli_women's_sport_by_decade,israeli women 's sport by decade,W
Latvian_women's_sport_by_decade,latvian women 's sport by decade,W
Portuguese_women's_sport_by_decade,portuguese women 's sport by decade,W
Russian_women's_sport_by_decade,russian women 's sport by decade,W
Singaporean_women's_sport_by_decade,singaporean women 's sport by decade,W
Croatian_women's_sport_by_decade,croatian women 's sport by decade,W
Dominican_Republic_women's_sport_by_decade,dominican republic women 's sport by decade,W
Greek_women's_sport_by_decade,greek women 's sport by decade,W
Luxembourgian_women's_sport_by_decade,luxembourgian women 's sport by decade,W
North_Macedonia_women's_sport_by_decade,north macedonia women 's sport by decade,W
Serbian_women's_sport_by_decade,serbian women 's sport by decade,W
Slovenian_women's_sport_by_decade,slovenian women 's sport by decade,W
Cypriot_women's_sport_by_decade,cypriot women 's sport by decade,W
Ecuadorian_women's_sport_by_decade,ecuadorian women 's sport by decade,W
Estonian_women's_sport_by_decade,estonian women 's sport by decade,W
Icelandic_women's_sport_by_decade,icelandic women 's sport by decade,W
Indonesian_women's_sport_by_decade,indonesian women 's sport by decade,W
Slovak_women's_sport_by_decade,slovak women 's sport by decade,W
Bangladeshi_women's_sport_by_decade,bangladeshi women 's sport by decade,W
English_women's_sport_by_decade,english women 's sport by decade,W
Scottish_women's_sport_by_decade,scottish women 's sport by decade,W
Women's_football_in_the_Democratic_Republic_of_the_Congo,women 's football in the democratic republic of the congo,W
DR_Congo_women's_national_football_team,dr congo women 's national football team,W
Democratic_Republic_of_the_Congo_women's_footballers,democratic republic of the congo women 's footballers,W
DR_Congo_women's_national_football_team_navigational_boxes,dr congo women 's national football team navigational boxes,W
Mexican_women's_sports_by_decade,mexican women 's sports by decade,W
Women's_association_football_by_decade,women 's association football by decade,W
Women's_sport_by_decade_and_country,women 's sport by decade and country,W
Ecuadorian_women_diplomats,ecuadorian women diplomats,W
Icelandic_women_diplomats,icelandic women diplomats,W
2020s_in_North_Macedonia_women's_sport,2020s in north macedonia women 's sport,W
Ghanaian_women_diplomats,ghanaian women diplomats,W
